cano_smiles,MW,TPSA,HBD,HBA,Water Solubility
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,273.244,100.67,2,5,0.0569
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,376.4680000000001,74.6,2,4,0.0166
O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2],490.4240000000001,323.02000000000004,12,16,39.8
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,285.343,49.77,1,4,4.39
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,68.53,1,4,0.0024
CCC(CO)NCCNC(CC)CO,204.314,64.52,4,4,7.58
CN(C)C(=N)N=C(N)N,129.167,91.49,3,1,1.38
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,332.464,46.53,1,3,0.00122
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45300000000003,20.31,0,2,0.0059
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.4420000000001,30.870000000000005,1,5,0.0942
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34099999999995,84.57999999999998,3,4,0.429
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,198.138,123.76,2,5,0.268
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,810.4660000000001,158.12999999999997,2,11,0.00152
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.4240000000001,77.1,1,5,0.359
NC(=O)c1cnccn1,123.11499999999998,68.87,1,3,93.7
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,309.47800000000007,3.24,0,2,0.000102
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.8950000000002,53.010000000000005,1,4,0.0658
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.6850000000001,43.7,2,3,0.000458
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,414.52700000000016,59.080000000000005,0,6,0.0168
CNCCCC1c2ccccc2C=Cc2ccccc21,263.384,12.03,1,1,0.000231
Nc1ccc(C(=O)NCC(=O)O)cc1,194.19000000000003,92.42,3,3,3.13
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,389.4560000000002,111.83,2,8,0.282
CN1C(=O)OC(C)(C)C1=O,143.142,46.61,0,3,212.0
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],329.2300000000001,94.35,0,5,0.00811
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,300.74500000000006,40.620000000000005,0,2,0.164
N=c1nc(N2CCCCC2)cc(N)n1O,209.253,91.16,3,6,19.9
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,384.51600000000025,60.440000000000005,0,4,0.00336
Nc1nc(=S)c2[nH]cnc2[nH]1,167.197,83.38,3,4,0.834
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,339.4390000000002,68.36,3,3,0.204
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,433.0390000000001,6.48,0,2,0.000246
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44000000000017,201.58,4,10,0.0429
O=c1[nH]c2cc(Cl)ccc2o1,169.56699999999998,46.0,1,2,2.96
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.283,72.19,2,3,0.371
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.31600000000014,45.150000000000006,2,3,0.038
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.28300000000004,97.97,2,5,0.601
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,241.251,136.29,6,7,2.03
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,778.9469999999999,133.87,2,11,0.0122
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,1140.2540000000004,377.42,14,17,0.0564
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83100000000013,30.87,1,4,0.186
O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O=S(=O)([O][Al])OCC1OC(OC2(COS(=O)(=O)[O][Al])OC(COS(=O)(=O)[O][Al])C(OS(=O)(=O)[O][Al])C2OS(=O)(=O)[O][Al])C(OS(=O)(=O)[O][Al])C(OS(=O)(=O)[O][Al])C1OS(=O)(=O)[O][Al].[Al],1577.8830000000007,1078.490000000001,0,35,0.774
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,359.4010000000001,74.57,2,5,0.632
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.37600000000003,25.36,0,3,0.541
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,312.4530000000001,37.3,1,2,0.00583
NCC(O)c1ccc(O)c(O)c1,169.17999999999998,86.71000000000001,4,4,12.5
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,279.189,147.89999999999998,4,7,11.5
CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,19.37,0,3,1.1
CCCC(C)(COC(N)=O)COC(N)=O,218.253,104.64,2,4,2.47
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,399.6290000000001,9.72,0,5,0.00487
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,316.4270000000002,79.74,2,8,0.269
CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,390.52000000000015,86.99,3,4,0.00731
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,301.47400000000016,23.47,1,2,0.00314
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,296.414,23.550000000000004,0,2,0.464
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,312.4530000000001,34.14,0,2,0.00486
Cc1cccc(C)c1OCC(C)N,179.26299999999998,35.25,1,2,0.538
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.273,98.82,2,6,10.4
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.88200000000006,99.88,2,7,0.0074
Nc1c2c(nc3ccccc13)CCCC2,198.26899999999992,38.91,1,2,0.136
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,344.4550000000002,62.13,1,5,0.0567
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.26900000000003,129.62,3,7,0.963
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,723.65,215.22,5,13,0.0325
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,287.4470000000001,23.47,1,2,0.00984
CNCC(O)c1cccc(O)c1,167.20799999999997,52.49,3,3,22.0
CCOC(=O)n1ccn(C)c1=S,186.236,36.16,0,5,3.14
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,780.9490000000002,203.06,6,14,0.127
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.4330000000001,101.73,2,5,0.537
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,312.482,6.48,0,3,0.00524
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,418.44600000000014,117.0,1,8,0.012
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,521.0500000000003,106.97,1,7,0.00208
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,260.334,90.65,2,4,0.792
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,34.14,0,2,0.00546
CC(N)C(O)c1ccccc1,151.20899999999995,46.25,2,2,20.6
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,464.8310000000001,92.35,3,4,0.00171
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,272.09,153.11,5,5,3.27
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,71.06,0,6,0.0504
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],388.4200000000001,107.77,1,7,0.00577
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,388.8150000000001,91.76,0,7,0.885
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,1352.4260000000004,551.3999999999999,17,19,0.0116
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.77200000000005,43.07,0,4,0.0324
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.246,16.130000000000003,0,2,0.0127
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,327.8150000000001,28.07,0,4,0.103
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,371.2750000000001,50.80000000000001,1,4,0.127
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,500.6290000000001,146.05,4,8,0.0265
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.435,71.53,1,6,0.038
CCCNC1CCc2nc(N)sc2C1,211.334,50.94,2,4,0.14
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,324.4020000000001,92.34,2,4,0.0483
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,349.4120000000001,112.73,3,5,0.605
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3.[I-].[I-],906.64,55.38000000000001,0,6,0.000123
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,350.3960000000001,95.94,2,5,0.454
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.287,75.27000000000001,2,3,1.21
CCCCN1CC(O)C(O)C(O)C1CO,219.281,84.16000000000001,4,5,331.0
CN(C)CCCN1c2ccccc2Sc2ccccc21,284.42800000000005,6.48,0,3,0.0207
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,416.58300000000025,60.44,0,5,0.00198
COC(=O)C(c1ccccc1)C1CCCCN1,233.31099999999995,38.33,1,3,0.182
COc1ccccc1OCC(O)COC(N)=O,241.24299999999997,91.01,2,5,4.21
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,289.37500000000006,49.77,1,4,2.52
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,307.39700000000005,37.61000000000001,0,3,0.0313
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.33700000000016,122.22,1,9,1.32
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,278.399,16.130000000000003,0,2,0.0537
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,265.222,151.92,5,8,33.5
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO,489.6500000000004,184.7,8,8,0.0622
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,612.6500000000003,212.49999999999997,5,12,0.0668
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,0.0,0,0,0.00547
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,296.201,104.55,3,6,6.69
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.95300000000015,9.72,0,4,0.011
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.4060000000001,3.24,0,1,0.0136
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,421.4220000000001,118.36,3,5,0.214
O=c1[nH]cnc2[nH]ncc12,136.114,74.43,2,3,22.0
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,546.5870000000002,191.22,3,11,0.00573
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,459.5580000000002,99.88,3,5,0.00419
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,105.51,2,7,0.615
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,263.2,110.6,3,7,22.3
C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21,277.284,130.04999999999998,4,7,6.59
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.4670000000002,94.83,3,5,0.0505
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,656.6620000000001,160.83,3,14,0.0598
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,543.5250000000003,206.07,6,12,1.18
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,112.70000000000002,3,5,0.461
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,349.77400000000006,112.73,3,4,0.325
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,369.3680000000001,67.87,1,4,0.25
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,351.4430000000001,84.85999999999999,2,6,0.0582
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.4350000000002,58.1,1,4,0.0966
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.8720000000001,92.78000000000002,3,4,0.00898
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,614.6500000000003,353.11,13,19,64.7
CN(C)C1C(=O)C(C(=O)NCO)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,508.9110000000003,187.86,7,10,1.77
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.33799999999997,29.54,0,3,1.11
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,382.89100000000025,42.43,0,3,0.0134
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,396.4460000000001,113.01,2,7,0.0521
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.4080000000002,106.95,1,8,0.693
CN(C)CCCN1c2ccccc2CCc2ccccc21,280.415,6.48,0,2,0.0664
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,326.4360000000001,46.53,1,2,0.000478
COc1ccc2cc(CCC(C)=O)ccc2c1,228.291,26.3,0,2,0.00193
C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],398.2970000000001,59.06,1,4,0.0132
CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.222,66.48,1,3,19.5
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],316.439,66.43,0,4,0.00798
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.273,59.3,1,3,0.513
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.324,87.46000000000001,2,6,1.09
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,324.4240000000001,45.59,1,4,0.334
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.38200000000006,99.6,2,6,0.257
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,314.46900000000005,29.46,1,2,0.00263
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,586.1970000000001,70.42,2,4,8.2e-06
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.331,21.26,1,2,0.0017
CC(CNC1CCCCC1)OC(=O)c1ccccc1,261.365,38.33,1,3,0.00971
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.309,66.48,1,3,0.0524
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,299.761,48.19,1,3,0.0199
CNCCC(Oc1cccc2ccccc12)c1cccs1,297.423,21.26,1,3,0.00296
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.8730000000001,6.48,0,3,0.00417
CC(N)C12CC3CC(CC(C3)C1)C2,179.30699999999996,26.02,1,1,0.00915
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,585.6080000000002,331.93999999999994,13,17,49.7
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,259.265,92.5,2,4,2.33
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.5940000000001,70.0,2,6,0.000512
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.3790000000001,77.98,1,4,0.00503
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],891.5400000000004,27.69,0,3,4.65e-06
Brc1c(NC2=NCCN2)ccc2nccnc12,292.14000000000004,62.2,2,5,0.154
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,470.3340000000002,112.74,2,6,0.0296
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,372.5490000000002,46.53,1,3,0.000493
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,333.36300000000006,65.78,1,5,1.23
CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.285,48.39000000000001,0,6,3.1
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,78.43,3,4,0.782
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.5120000000001,69.64000000000001,0,6,0.588
OCCN1CC(O)C(O)C(O)C1CO,207.226,104.39,5,6,610.0
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,563.6720000000004,110.21,1,6,0.00101
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,455.47400000000016,173.51,3,11,0.146
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,305.29,127.70000000000002,2,6,0.0797
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,267.245,133.07999999999998,2,6,16.3
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,426.5600000000003,55.56,1,3,0.000298
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,315.3690000000001,59.00000000000001,1,5,5.59
O=C1c2ccccc2C(=O)C1c1ccccc1,222.243,34.14,0,2,0.023
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21399999999994,72.24,1,3,0.00566
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.289,59.3,1,3,0.131
CN=C(NC#N)NCCSCc1nc[nH]c1C,252.347,88.88999999999999,3,4,0.176
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87100000000015,40.540000000000006,1,3,0.00446
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,720.9620000000001,145.77999999999997,4,9,0.00126
C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,283.415,23.47,1,2,0.0252
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,318.5250000000002,20.23,1,1,1.68e-05
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,307.28700000000003,111.43,1,7,0.00755
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,352.42500000000007,6.48,0,3,0.0018
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.8720000000001,92.78000000000002,3,4,0.00898
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,806.9870000000003,188.9,4,14,0.0123
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1449.2710000000004,530.4900000000002,19,25,0.225
NCCCCCC(=O)O,131.175,63.32000000000001,2,2,45.2
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,271.404,12.47,0,2,0.00851
N.N.[Cl][Pt][Cl],300.04600000000005,70.0,2,2,69.6
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],362.352,26.3,0,2,9.67e-05
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,265.338,67.00999999999999,2,4,0.0228
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,430.5450000000004,95.94,2,5,0.0207
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,1093.331,412.03,16,18,0.367
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.379,70.58999999999999,3,4,0.421
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,404.4220000000001,115.73000000000002,4,4,0.00412
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,300.44200000000006,37.3,1,1,0.00477
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.8420000000001,92.5,2,4,0.0407
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.41800000000006,12.47,0,2,0.000546
O=C(O)C(=O)O.[NH-]C1CCCCC1[NH-].[Pt+2],397.288,122.2,2,2,27.5
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.471,54.46,1,4,0.0389
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,611.7390000000003,111.01,1,8,0.000156
O=C(O)P(=O)(O)O,126.00399999999998,94.83,3,2,16.8
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.4430000000002,74.73000000000002,1,7,0.00891
O=P1(N(CCCl)CCCl)NCCCO1,261.089,41.57000000000001,1,2,15.1
CCC1(c2ccccc2)NC(=O)N(C)C1=O,218.25599999999997,49.41,1,2,0.97
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.3620000000001,60.44,0,4,0.0106
COC(CNC(N)=O)[CH2][Hg][Cl],367.198,64.35,2,2,29.2
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,395.4220000000001,158.21000000000004,4,9,0.0878
N=C(N)N,59.072,75.89,3,1,11.5
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34700000000004,74.57,2,5,1.35
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],661.7670000000004,206.77,2,13,2.98
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,405.969,12.47,0,2,0.000409
CNCCC=C1c2ccccc2CCc2ccccc21,263.384,12.03,1,1,0.000874
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,824.9719999999999,171.17,3,12,0.03
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,424.4970000000002,95.94,2,5,0.0105
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,313.788,36.86,1,4,0.171
O=c1[nH]cc(F)c(=O)[nH]1,130.078,65.72,2,2,5.86
CN(C)C(=O)Oc1ccc[n+](C)c1,181.215,33.42,0,2,1.04
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,351.8410000000001,46.31,0,5,0.0672
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,376.4680000000002,74.6,2,4,0.031
O=C(O)CCCCCCCC(=O)O,188.223,74.6,2,2,2.28
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,575.6870000000001,115.73,2,7,0.000962
CCCc1cc(=O)[nH]c(=S)[nH]1,170.237,48.65,2,2,0.466
CC(=O)NO,75.067,49.33,2,2,509.0
