cano_smiles,MW,TPSA,HBD,HBA,Water Solubility
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,369.4870000000002,101.73,2,6,0.293
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,749.956,156.89,2,10,0.00303
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,408.878,99.38,4,6,0.173
COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(=O)(O)O,529.5240000000005,190.98,5,9,0.0854
CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OCC5OCC(Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,659.7380000000002,88.43,0,9,0.0214
CC(=NO)c1ncc(C(O)C(O)C(O)CO)[nH]1,245.235,142.19000000000003,6,7,14.8
Cc1ccc(=O)n(-c2ccc(O)cc2)c1,201.225,42.23,1,3,3.15
COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,619.7190000000002,97.4,3,8,8.1e-05
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,409.5300000000002,67.25000000000001,2,5,0.301
C#CC1(O)CCC2C3CCC4CC(O)CCC4(C)C3CCC21C,316.48500000000007,40.46,2,2,0.00398
COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,572.3430000000001,107.89,4,6,0.0818
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,666.785,58.440000000000005,0,6,0.000692
COc1cc(C(=O)c2c(C)oc3c(O)c(OC)ccc23)cc(OC)c1OC,372.37300000000016,87.36000000000001,1,7,0.0853
Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,359.41800000000006,73.79,0,8,0.0177
C#CCOc1ccc(Nc2nc(Nc3ccc(C)c(S(=O)(=O)NC(=O)CC)c3)ncc2F)cc1,483.52500000000015,122.31,3,8,0.00263
CON,47.057,35.25,1,2,600.0
COc1[nH]c(C(Cl)(Cl)Cl)c(Cl)c(=O)c1Cl,311.379,42.09,1,2,0.00205
CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCCNCCCCNCCCN)CCC4(C)C3CCC12C)OS(=O)(=O)O,685.0730000000004,145.94,6,8,0.000255
Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)C=Cc2cccnc2)cc1,390.41800000000006,97.11,3,4,0.00236
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,315.4170000000001,90.35,2,4,2.26
CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,319.4490000000002,61.440000000000005,2,2,0.148
CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,637.8460000000001,86.47,1,7,0.000146
Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,451.5500000000004,99.40999999999998,3,7,0.0752
CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,523.9550000000003,142.16,4,8,0.00327
O=C(O)C1CC2CC(CCc3nn[nH]n3)CCC2CN1,279.344,103.79,3,5,0.224
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,354.4100000000001,105.51,2,7,0.142
CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n(C4OC(CO)C(OC)C(O)C4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,669.5620000000001,140.49,4,9,0.0132
Cc1cccc2nc3cccc(C(=O)NCCNCCNCCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12,586.7,133.82,4,8,0.00207
CCCCCCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2C#N)c(=O)n1,490.64500000000015,137.47000000000003,3,8,0.00915
CC(C)CC(NC(=O)c1cc2ccccc2o1)C(=O)NC1CCC(C)N(S(=O)(=O)c2ccccn2)CC1=O,540.6420000000003,138.68,2,7,0.0302
COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,575.4280000000003,123.61,1,11,0.164
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,385.8540000000001,122.12,3,4,0.0213
CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,458.6460000000002,44.73,2,4,0.00035
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,381.4410000000001,3.24,0,1,0.000229
Cc1ccc(Oc2ccccc2-c2csc(NC3=NCCCN3)n2)c(C)c1,378.5010000000002,58.54,2,6,0.00354
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,284.319,83.98,2,4,0.0706
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,470.6130000000003,57.86,2,5,0.000564
CCCCCCCCCCNCCNC1(C)CC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c5ccc(c(Cl)c5)O4)c4ccc(O)c(c4)-c4c(cc(O)c(CNCP(=O)(O)O)c4O)C(C(=O)O)NC3=O)OC(CO)C(O)C2O)OC(C)C1O,1755.6580000000006,598.0900000000001,23,28,0.0148
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,378.4280000000001,81.54,1,5,0.05
O=S(=O)(O)CCCS(=O)(=O)O,204.225,108.74,2,4,14.2
N=C(N)c1ncn(C2OC(CO)C(O)C2O)n1,243.223,150.5,5,8,11.2
CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,461.4670000000001,149.15,5,9,9.19
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,412.6580000000002,40.46,2,2,0.00168
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,332.4840000000001,57.53,2,3,0.0349
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,273.357,60.16,1,2,0.622
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.2850000000001,120.64,2,7,0.0169
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(C)C2NC(=O)OC12C,765.945,162.82,2,12,0.00489
CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C(I)C(O)C1O,640.3790000000004,191.05,6,11,0.527
CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,269.776,58.36,2,3,0.768
COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1OC,313.7850000000001,85.61,3,5,0.299
CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,382.4630000000001,62.22,2,3,0.00127
Nc1ccn(C2OC(CO)C(O)C2=CF)c(=O)n1,257.221,110.6,3,7,3.27
CN1C(=O)C(NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,448.5260000000002,66.7,1,4,0.00486
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,238.29,44.89,2,1,0.104
CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1ccc(F)cc1F,437.4750000000001,87.61999999999999,1,7,0.0158
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)C(O)C1O,776.3660000000006,255.90999999999997,7,15,4.33
CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,501.7330000000003,72.47,1,4,1.63e-05
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)CC21,386.5760000000002,49.69,2,3,0.00148
CCNCCCNCCCNCCCNCC,244.427,48.12,4,4,0.239
c1ccc(C(c2ccccc2)N2CCN(CCCC3(c4ccccc4)OCCO3)CC2)cc1,442.6030000000002,24.94,0,4,0.00339
CCCCCCC=CCCCC(=O)OC(CCCCCCC)CCOC1C(NC(=O)CC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(NC(=O)CC(=O)CCCCCCCCCCC)C(OCCC(O)CCCCCCC)C2O)OC(COC)C1OP(=O)(O)O,1455.831,348.00000000000006,8,18,0.00348
NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,638.8319999999999,79.53,1,3,0.000829
Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,348.42100000000005,34.150000000000006,1,3,0.000894
COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccnc2cc(Cl)ccc12,587.0760000000002,115.57,2,7,0.00164
Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,324.403,41.88,2,4,0.0264
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,268.36,55.120000000000005,2,2,0.00895
CCCOc1ccc2c(c1)C(c1ccc(OC)cc1OCCO)C(C(=O)O)C2c1ccc2c(c1)OCO2,506.55100000000033,103.68000000000002,2,7,0.00434
CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCCNCCCCN)CCC4(C)C3CCC12C)OS(=O)(=O)O,627.9770000000005,133.91,5,7,0.000169
CC(=O)N1CCN(NC(=O)c2ccc(F)cc2)CC1,265.288,52.650000000000006,1,3,4.11
CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O,283.353,115.61,2,3,0.15
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,439.4710000000002,88.65,3,6,0.105
Cc1ncsc1CCCl,161.65699999999998,12.89,0,2,0.674
CCCn1c(=O)c2[nH]c(C3CC4CC3C3OC43)nc2n(CCC)c1=O,344.41500000000013,85.21000000000001,1,6,0.5
N=C(N)c1ccc(-c2ccc(OCC3CC(CC(=O)O)C(=O)N3)cc2)cc1,367.405,125.50000000000004,4,4,0.0484
CNC1Cc2cccc3[nH]c(=O)n(c23)C1,203.24499999999995,49.82,2,3,1.25
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,348.3590000000001,127.96,2,8,23.3
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,306.366,78.89000000000001,0,7,2.72
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,367.8770000000003,76.82000000000001,2,5,0.129
C#CCCC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,308.259,73.11999999999999,2,3,0.012
O=c1ncc(I)cn1C1CC(O)C(CO)O1,338.10100000000006,84.58000000000001,2,6,3.13
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,515.6170000000003,72.16,1,6,0.00903
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,667.7380000000002,97.6,2,8,0.000282
CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,577.7220000000002,119.41,3,6,0.0233
CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,266.296,50.44,1,2,0.0154
c1cc(-c2nc3c4c(ncc3[nH]2)CCOC4)no1,242.23799999999997,76.83,1,5,0.977
O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,400.50000000000017,75.71000000000001,1,5,0.0059
Cc1ccccc1OCC(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(OC(=O)N2CCC(C(N)=O)CC2)cc1)C(=O)O,596.6810000000004,177.35999999999996,4,7,0.00604
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,516.5500000000003,111.33,1,7,0.0129
CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C,301.47400000000005,12.47,0,2,0.00103
C=C(C)C12CC(C)C34OC(Cc5ccccc5)(OC1C3C=C(COC(=O)Cc1ccc(O)c(OC)c1)CC1(O)C(=O)C(C)=CC14)O2,628.7180000000004,120.75,2,9,0.00082
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,388.3740000000002,78.27000000000001,1,7,0.0618
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)c2sccc12,464.56800000000015,81.43,1,7,0.00722
Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1OC(Cc1ccccc1)C(=O)O,559.5250000000003,46.53,1,3,3.29e-05
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,244.207,143.72000000000003,4,8,33.2
CCc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)OC1N2C,381.47600000000017,54.04,1,5,0.14
NCCCS(=O)(=O)O,139.176,80.39,2,3,73.9
O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,301.309,73.04,0,6,0.0833
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,314.38900000000007,86.19000000000001,2,6,0.241
CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,364.4050000000001,108.36,2,5,0.0663
CCOC(Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,419.47700000000015,68.23,1,5,0.00985
CCOC(=O)C(N)Cc1ccc(O)c(O)c1,225.24400000000003,92.78,3,5,1.78
CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,408.4720000000001,99.13,1,6,0.00351
NC(=O)c1ccc(F)c2c1CC(N(C1CCC1)C1CCC1)CO2,318.3920000000001,55.56,1,3,0.122
CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,596.8520000000002,74.6,2,4,0.000667
O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,322.15000000000003,152.58999999999995,5,5,8.68
COc1ccc(CC(CNC(CCCN=C(N)N)C(=O)O)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)C(Cc2cccs2)NC(=O)CNC(=O)C2CC(O)CN2C(=O)C2CCCN2C(=O)C(N)CCCN=C(N)N)cc1,1098.2989999999998,431.1699999999999,13,16,0.0428
O=c1[nH]oc2c1CCNC2,140.142,58.03,2,3,16.6
Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1,454.5890000000001,17.4,0,3,0.000176
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,605.6370000000001,200.11,3,13,0.0298
CC=C(C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C,879.0939999999999,187.13,3,15,0.00769
CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,499.67800000000034,127.92000000000002,4,6,0.00618
CC(C)C(N)C(=O)OCCC(CO)Cn1cnc2c(=O)[nH]c(N)nc21,352.39500000000004,162.14000000000004,4,9,3.03
CC(=O)c1ccc2c(c1)C(NC(=O)c1ccc(F)c(Cl)c1)C(O)C(C)(C)O2,391.8260000000001,75.63000000000001,2,4,0.00892
CCCc1c(Cn2ccnc2-c2ncccc2F)ncn2nc(C)nc12,351.38900000000007,73.79,0,7,0.031
CCCC(=O)OC1CN2CCC(O)C2C(O)C1O,259.302,90.23,3,6,344.0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC43C)C12,584.8380000000002,100.9,2,4,0.000135
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,382.4600000000002,61.640000000000015,0,6,0.00239
CCC1(c2cnc[nH]2)Cc2ccc(F)cc2C1,230.286,28.68,1,1,0.139
CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,401.59100000000007,52.33,0,4,1.25e-05
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C(C)C)C2O)C2(C)CC(C)=C(O2)C(C)C(=O)C1(C)OC,755.987,151.68,2,13,0.038
COc1ccc(C2c3ccc(O)cc3OCC2c2ccc(O)cc2)cc1,348.398,58.92,2,4,0.0071
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.52900000000017,119.03,2,8,0.0433
CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1,684.7000000000002,223.23999999999995,4,14,0.0245
COc1ccc2cccc(CCNC(C)=O)c2c1,243.30599999999995,38.33,1,2,0.00776
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,570.6490000000002,77.72999999999999,1,6,0.0157
CC12CCC3c4ccc(OS(N)(=O)=O)cc4CCC3C1CCC2O,351.4680000000001,89.62,2,4,0.00725
C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCN=C(N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,723.5929999999998,229.6200000000001,7,10,0.0923
COc1c(N2CC(C)CC(N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,371.4370000000001,97.79,2,6,0.453
Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,349.434,77.15,4,3,0.00198
CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,432.54200000000026,103.78,2,5,0.0589
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,459.5060000000003,110.76,1,6,0.0679
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,463.5000000000003,78.63,2,6,0.00137
Cc1cc(=O)oc2cc(OC3SCC(O)C(O)C3O)ccc12,324.35400000000004,100.13,3,7,1.82
CCC(C)C(N)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(N)=O,1779.1830000000016,646.5099999999999,25,17,0.0111
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,328.413,151.02999999999997,5,4,0.38
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,530.4560000000004,82.88,1,8,0.0095
COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,368.5210000000001,24.94,0,4,0.0432
Nc1nc(N)c2ncn(C3COC(CO)O3)c2n1,252.234,134.33,3,9,9.68
O=C1Cc2c(ccc3c2OC(CNCc2ccccc2)CO3)N1,310.353,59.59,2,4,0.139
CC12CCC3C(C(O)CC4CC(O)CCC43C)C1CCC2=O,306.4460000000001,57.53,2,3,0.102
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.32500000000005,89.27,3,5,0.0732
CC(NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)C(Cc1ccc(Cl)cc1)c1cccc(C#N)c1,515.9630000000002,75.00999999999999,1,4,0.000596
Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,321.3440000000001,121.67,2,8,0.212
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,386.48,70.67,2,4,0.000551
COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,424.4420000000002,132.99,1,9,0.177
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)OC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1C,637.5140000000002,38.77,0,3,0.00192
O=S(=O)(O)CCNCl,159.594,66.4,2,3,28.3
CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,616.6219999999998,47.10000000000001,0,3,0.00445
COC(=O)C(Cc1cccc(C(=N)N)c1)C(C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,446.5070000000002,132.21,3,5,0.00202
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(CC(O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.7789999999999,159.37,2,12,0.00516
Nc1ccncc1,94.117,38.91,1,2,271.0
OCCOCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,422.95200000000006,38.69,1,3,0.000461
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,461.6680000000002,58.59,0,4,0.000101
CN(C)N(C)C(=O)C1(Cc2ccccc2)CCCN(C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,546.7160000000001,114.77,3,5,0.0103
CC(NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,302.34900000000005,64.35,2,3,0.0115
CCC(C)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)C(C)C)C(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)C(C)O,2390.767999999996,972.3900000000004,32,32,0.0386
COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,533.6390000000004,61.8,0,6,0.0362
CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.34900000000005,64.35,2,3,0.00989
C#CC1(O)C(CO)OC(n2ccc(N)nc2=O)C1O,267.241,130.82999999999998,4,8,1.47
CCCC(CCC)C(=O)NCC(N)=O,200.282,72.19,2,2,2.39
CCOC(=O)C1=Cc2c3nc(cc4nc(cc5[n-]c(cc6[n-]c2c(C)c6CC)c(C)c5CC)C(C)=C4CC)C(C)C13CC.[Cl-].[Cl-].[Sn],764.3860000000003,80.28,0,4,0.00394
CC(=O)NC1(c2ccccc2)CCN(CCC(CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,552.546,52.650000000000006,1,3,0.000115
NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,1047.2269999999996,281.19999999999993,9,11,0.00203
Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,473.9350000000003,54.34,1,3,0.000467
COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,440.5840000000002,72.74000000000001,1,6,0.00293
CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,525.5680000000002,99.06,2,5,0.00666
CNC(=O)C(c1ccccc1)N1CCc2cc(OC)c(OC)cc2C1CCc1ccc(C(F)(F)F)cc1,512.5720000000002,50.80000000000001,1,4,0.000309
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,577.5830000000001,200.11,3,13,0.0428
CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,19.37,0,3,1.1
COCC1(OC)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(C=NO)cc3)CC21C,449.5910000000002,68.12,1,5,0.00211
COc1ccc2cc(C(C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,347.367,87.9,0,6,0.000281
Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O,260.221,104.54999999999998,3,6,87.7
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,441.5350000000002,102.29,2,5,0.123
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,356.8090000000001,62.540000000000006,1,4,0.0438
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.391,28.6,0,4,0.781
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,390.52000000000015,72.83,1,5,0.0321
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,244.38199999999995,24.39,1,2,0.00893
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,627.7460000000003,151.52999999999997,3,10,0.00466
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,552.6260000000003,297.27,11,15,41.0
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,298.379,46.150000000000006,0,5,0.457
CNCCc1ccccn1,136.19799999999995,24.92,1,2,49.3
